"id","plot.number","taxpayer.men","taxpayer.women","no.tax.men","no.tax.women","in.russia.men","in.russia.women","total.men","total.women","upper","lower","worker.industrial","worker.other","servants","other","not.present","orthodox","other.christian","other.religion","draft"
1,1,2,1,4,0,0,0,6,1,0,7,0,0,0,0,0,0,0,0,0
2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3,2,0,1,2,2,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0
4,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8,2,0,7,0,2,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0
9,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
10,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
11,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
13,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
14,2,0,1,1,1,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0
15,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
16,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
17,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
18,2,0,1,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0
19,2,2,0,0,1,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0
20,3,2,2,1,2,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0
21,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
22,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23,3,1,1,2,2,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0
24,5,0,4,1,1,0,0,1,5,2,0,0,0,4,0,0,0,0,0,0
25,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
27,5,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
28,5,1,1,2,2,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0
29,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
30,5,1,1,0,3,0,0,1,4,0,0,0,0,5,0,0,0,0,0,0
31,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
32,6,0,0,1,2,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0
33,6,0,1,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0
34,6,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
35,6,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
36,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
37,6,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
38,6,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
39,6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
40,6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
41,6,1,1,2,2,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0
42,6,1,1,1,1,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0
43,6,1,1,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0
44,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
45,6,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
46,6,1,1,1,1,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0
47,6,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
48,6,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
49,6,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
50,6,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
51,8,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
52,8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
53,8,0,1,1,2,0,0,1,3,0,0,0,0,0,4,0,0,0,0,0
54,8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
55,8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
56,8,2,3,0,0,0,0,2,3,4,0,0,0,1,0,0,0,0,0,0
57,8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
58,8,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
59,8,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
60,8,2,1,2,0,0,0,4,1,0,5,0,0,0,0,0,0,0,0,0
61,8,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
62,8,1,1,3,3,0,0,4,4,0,0,0,0,8,0,0,0,0,0,0
63,8,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
64,8,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
65,8,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
66,8,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
67,8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
68,9,1,2,2,0,0,0,3,2,0,0,0,0,5,0,0,0,0,0,0
69,9,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
70,9,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
71,9,1,2,1,2,0,0,2,4,5,0,0,0,1,0,0,0,0,0,0
72,9,2,2,3,2,0,0,5,4,8,0,0,0,1,0,0,0,0,0,0
73,9,1,3,1,0,0,0,2,3,4,0,0,0,1,0,0,0,0,0,0
74,9,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
75,9,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
76,9,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
77,9,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
78,9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
79,9,1,1,0,1,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0
80,9,1,1,2,1,0,0,9,2,5,0,0,0,0,0,0,0,0,0,0
81,9,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
82,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
83,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
84,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
85,9,1,1,0,1,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0
86,9,0,1,1,2,0,0,1,3,0,0,0,4,0,0,0,0,0,0,0
87,9,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
88,9,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
89,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
90,9,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
91,9,0,1,2,1,0,0,2,2,0,0,0,0,0,4,0,0,0,0,0
92,10,1,3,1,1,0,0,2,4,4,0,0,0,2,0,0,0,0,0,0
93,10,0,1,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0
94,10,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
95,10,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
96,10,1,1,1,2,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0
97,10,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
98,10,1,1,2,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0
99,10,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0
100,10,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
101,10,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
102,10,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
103,10,1,1,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0
104,10,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0
105,10,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
106,10,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
107,10,1,1,0,1,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0
108,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
109,10,1,1,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0
110,11,1,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
111,11,0,2,0,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0
112,11,1,1,0,2,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0
113,11,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
114,11,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
115,11,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
116,11,1,1,2,1,0,0,3,2,0,5,0,0,0,0,0,0,0,0,0
117,11,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
118,12,0,2,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
119,12,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
120,12,1,1,1,0,0,0,2,1,3,0,0,0,0,0,0,0,1,0,0
121,12,1,1,2,2,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0
122,12,1,1,1,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0
123,12,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
124,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
125,12,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
126,12,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
127,12,0,2,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0
128,12,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
129,12,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
130,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
131,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
132,12,1,1,2,0,0,0,3,1,0,0,0,4,0,0,0,0,0,0,0
133,12,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
134,12,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
135,14,1,1,4,5,0,0,5,6,0,11,0,0,0,0,0,0,0,0,0
136,14,1,3,0,1,0,0,1,4,0,5,0,0,0,0,0,0,0,0,0
137,15,0,2,2,1,0,0,2,3,0,0,0,0,5,0,0,0,0,0,0
138,15,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
139,16,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
140,16,1,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0
141,17,1,1,1,1,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0
142,17,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
143,17,1,3,1,1,0,0,2,4,4,0,0,0,2,0,0,0,0,0,0
144,17,1,1,1,1,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0
145,17,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
146,17,1,1,1,1,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0
147,17,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
148,17,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
149,17,0,1,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
150,17,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
151,17,1,1,0,2,0,0,1,3,0,0,0,0,4,0,0,0,0,0,0
152,19,1,1,1,1,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0
153,19,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
154,19,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
155,19,1,1,3,1,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0
156,19,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
157,19,1,1,2,4,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0
158,19,1,1,0,1,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0
159,19,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
160,19,2,1,0,3,0,0,2,4,0,6,0,0,0,0,0,0,0,0,0
161,19,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
162,19,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
163,19,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
164,19,2,1,1,0,0,0,3,1,0,0,0,4,0,0,0,0,0,0,0
165,19,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
166,19,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
167,19,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
168,19,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
169,19,1,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1
170,20,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
171,20,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
172,20,1,1,0,2,0,0,1,3,0,0,0,4,0,0,0,0,0,0,0
173,20,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
174,20,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
175,20,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
176,21,1,5,3,0,0,0,4,5,6,0,0,0,3,0,0,0,0,0,0
177,21,1,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0
178,21,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
179,21,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
180,21,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
181,23,1,1,0,3,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0
182,23,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0
183,23,2,2,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0
184,23,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
185,23,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
186,24,2,2,2,1,0,0,4,3,4,1,0,0,0,2,0,0,0,0,1
187,24,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
188,25,1,1,1,0,0,0,2,1,3,0,0,0,0,0,0,3,0,0,0
189,25,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0
190,25,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
191,25,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
192,25,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
193,25,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
194,25,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
195,25,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
196,25,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
197,26,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
198,26,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
199,26,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
200,26,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
201,26,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
202,26,0,2,3,1,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0
203,26,1,1,1,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0
204,26,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
205,26,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
206,26,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
207,26,1,1,1,1,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0
208,26,0,1,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
209,26,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
210,27,1,1,0,1,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0
211,28,1,1,0,2,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0
212,28,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
213,28,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
214,28,0,2,1,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0
215,28,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
216,28,1,1,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0
217,28,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
218,28,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
219,28,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
220,28,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,0,0
221,28,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
222,28,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
223,28,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
224,28,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
225,29,0,3,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0
226,29,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
227,29,1,1,1,2,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0
228,29,1,1,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0
229,29,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
230,29,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
231,29,1,2,1,2,0,0,2,4,5,0,0,0,1,0,0,0,0,0,0
232,29,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
233,29,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
234,29,2,3,1,2,0,0,3,5,4,4,0,0,0,0,0,0,0,0,0
235,31,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
236,31,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
237,31,1,1,1,1,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0
238,31,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
239,31,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
240,31,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
241,31,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
242,31,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
243,31,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
244,31,0,1,1,1,0,0,1,2,0,0,0,0,3,0,0,0,3,0,0
245,33,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
246,33,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
247,33,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
248,33,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
249,33,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
250,33,0,10,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0
251,33,1,2,1,1,0,0,2,3,0,0,0,0,5,0,0,0,0,0,0
252,33,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
253,33,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
254,35,1,1,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0
255,35,0,5,0,1,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0
256,35,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
257,35,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
258,35,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
259,35,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
260,35,1,1,0,1,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0
261,35,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
262,35,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
263,35,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
264,35,1,1,1,2,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0
265,35,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
266,35,1,1,4,1,0,0,5,2,7,0,0,0,0,0,0,0,0,0,0
267,35,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
268,35,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
269,35,1,1,1,1,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0
270,35,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
271,35,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
272,35,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
273,35,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
274,35,1,1,0,2,0,0,1,3,0,0,0,0,4,0,0,0,0,0,0
275,35,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
276,35,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
277,35,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
278,35,1,1,0,1,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0
279,35,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
280,35,1,1,1,1,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0
281,35,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
282,35,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
283,35,1,1,1,1,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0
284,35,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
285,35,1,1,0,3,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0
286,35,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
287,35,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
288,35,1,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0
289,35,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
290,35,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
291,35,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
292,35,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
293,35,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
294,36,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
295,36,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
296,36,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
297,36,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
298,36,1,1,2,1,0,0,3,2,0,5,0,0,0,0,0,0,0,0,0
299,36,0,2,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0
300,36,1,1,1,1,0,0,2,2,0,0,0,0,0,4,0,0,0,0,0
301,36,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
302,36,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
303,36,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
304,36,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
305,36,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
306,36,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
307,36,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
308,36,1,2,1,2,0,0,2,4,5,1,0,0,0,0,0,0,0,0,0
309,36,3,1,2,3,0,0,5,4,0,0,0,9,0,0,0,0,0,0,1
310,36,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
311,36,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
312,36,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
313,36,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
314,37,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
315,37,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
316,37,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
317,37,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
318,37,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
319,37,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
320,37,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
321,37,1,1,0,1,0,0,1,2,3,0,0,0,0,0,0,3,0,0,0
322,38,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
323,38,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
324,38,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
325,38,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
326,38,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
327,38,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
328,38,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
329,38,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
330,38,1,1,3,3,0,0,4,4,0,0,0,0,8,0,0,0,0,0,0
